,pv_pwr,wind_pwr,wind_offshore_pwr
2010-01-02 09:00:00+01:00,0.0466807791,0.0586077085,0.2248003904
2010-01-02 10:00:00+01:00,0.1048846772,0.0531225621,0.1779577991
2010-01-02 11:00:00+01:00,0.1476247858,0.0489228705,0.2774289758
2010-01-02 12:00:00+01:00,0.1571725537,0.0364897581,0.8563782337
2010-01-02 13:00:00+01:00,0.1284632059,0.0211530809,0.8574966249
2010-01-02 14:00:00+01:00,0.0753469173,0.0110696479,0.8570088252
2010-01-02 15:00:00+01:00,0.0157098383,0.0065600586,0.8563782337
2010-01-02 16:00:00+01:00,0,0.0064183658,0.8563782337
2010-01-02 17:00:00+01:00,0,0.0122693879,0.8234136311
2010-01-02 18:00:00+01:00,0,0.0227967362,0.6698870127
2010-01-02 19:00:00+01:00,0,0.0325275562,0.4977596255
2010-01-02 20:00:00+01:00,0,0.041316029,0.3505440811
2010-01-02 21:00:00+01:00,0,0.0543688256,0.2298600923
2010-01-02 22:00:00+01:00,0,0.0693903199,0.180575149
2010-01-02 23:00:00+01:00,0,0.0825115338,0.1371366101
2010-01-03 00:00:00+01:00,0,0.0887031583,0.1146677185
2010-01-03 01:00:00+01:00,0,0.0909796621,0.11199411
2010-01-03 02:00:00+01:00,0,0.0916654385,0.1461082865
2010-01-03 03:00:00+01:00,0,0.0856898359,0.181991375
2010-01-03 04:00:00+01:00,0,0.0755682402,0.1928140629
2010-01-03 05:00:00+01:00,0,0.0620361967,0.1973302258
2010-01-03 06:00:00+01:00,0,0.050746686,0.2431280033
2010-01-03 07:00:00+01:00,0,0.0417281605,0.2464002756
2010-01-03 08:00:00+01:00,0,0.0345185327,0.2003929557
2010-01-03 09:00:00+01:00,0.0499725571,0.0294550003,0.1850650133
2010-01-03 10:00:00+01:00,0.1099495295,0.0242425544,0.1558868763
2010-01-03 11:00:00+01:00,0.1541043283,0.0163030205,0.1048071093
2010-01-03 12:00:00+01:00,0.1638614977,0.0111231449,0.0773182073
2010-01-03 13:00:00+01:00,0.1353775939,0.0067838292,0.0954329815
2010-01-03 14:00:00+01:00,0.0783213239,0.0055278147,0.0971656463
2010-01-03 15:00:00+01:00,0.0173320351,0.0051576005,0.0737768831
2010-01-03 16:00:00+01:00,0,0.0043281211,0.0544747595
2010-01-03 17:00:00+01:00,0,0.0033225258,0.0435409367
2010-01-03 18:00:00+01:00,0,0.0024583663,0.043102746
2010-01-03 19:00:00+01:00,0,0.0018477582,0.0438125971
2010-01-03 20:00:00+01:00,0,0.0017337911,0.0389300019
2010-01-03 21:00:00+01:00,0,0.0019781675,0.0272740897
2010-01-03 22:00:00+01:00,0,0.0022101982,0.0115768526
2010-01-03 23:00:00+01:00,0,0.0030259012,0.0047970903
2010-01-04 00:00:00+01:00,0,0.0046821521,0.0183846564
2010-01-04 01:00:00+01:00,0,0.0070138344,0.0812719839
2010-01-04 02:00:00+01:00,0,0.0094928248,0.2133428822
2010-01-04 03:00:00+01:00,0,0.0122777758,0.314832869
2010-01-04 04:00:00+01:00,0,0.0160612773,0.3448273661
2010-01-04 05:00:00+01:00,0,0.0219928989,0.3878348521
2010-01-04 06:00:00+01:00,0,0.0291262685,0.4166023796
2010-01-04 07:00:00+01:00,0,0.0382091326,0.4542875354
2010-01-04 08:00:00+01:00,0,0.0486676328,0.5013984045
2010-01-04 09:00:00+01:00,0.0501922313,0.057509938,0.6631442019
2010-01-04 10:00:00+01:00,0.1162409922,0.0671962605,0.9054153698
2010-01-04 11:00:00+01:00,0.1659193291,0.0743213988,0.9634192495
2010-01-04 12:00:00+01:00,0.1763081625,0.081094322,0.9773771026
2010-01-04 13:00:00+01:00,0.1442363918,0.0895289253,0.9854212372
2010-01-04 14:00:00+01:00,0.0837832528,0.1016495743,0.9887953166
2010-01-04 15:00:00+01:00,0.0202644111,0.1275859481,0.9953248347
2010-01-04 16:00:00+01:00,0,0.1613150396,1
2010-01-04 17:00:00+01:00,0,0.1825271926,1
2010-01-04 18:00:00+01:00,0,0.2014118414,1
2010-01-04 19:00:00+01:00,0,0.2300602473,1
2010-01-04 20:00:00+01:00,0,0.2550064375,1
2010-01-04 21:00:00+01:00,0,0.269889826,1
2010-01-04 22:00:00+01:00,0,0.2735411711,1
2010-01-04 23:00:00+01:00,0,0.2818931229,1
2010-01-05 00:00:00+01:00,0,0.2905955604,1
2010-01-05 01:00:00+01:00,0,0.2949848197,1
2010-01-05 02:00:00+01:00,0,0.2913752865,1
2010-01-05 03:00:00+01:00,0,0.294427576,1
2010-01-05 04:00:00+01:00,0,0.3052589416,1
2010-01-05 05:00:00+01:00,0,0.3043899826,1
2010-01-05 06:00:00+01:00,0,0.2821189316,1
2010-01-05 07:00:00+01:00,0,0.2439210173,1
2010-01-05 08:00:00+01:00,0,0.2117369858,1
2010-01-05 09:00:00+01:00,0.0504992871,0.1873752311,1
2010-01-05 10:00:00+01:00,0.117099947,0.1673307671,1
2010-01-05 11:00:00+01:00,0.1672669053,0.1514569747,0.9806492453
2010-01-05 12:00:00+01:00,0.1783369077,0.1437062075,0.9632985265
2010-01-05 13:00:00+01:00,0.1463377446,0.1342346808,0.9622938545
2010-01-05 14:00:00+01:00,0.0846966837,0.1150824788,0.9640265309
2010-01-05 15:00:00+01:00,0.0215274392,0.0999786224,0.9556960406
2010-01-05 16:00:00+01:00,0,0.0860972629,0.9403059232
2010-01-05 17:00:00+01:00,0,0.0739256566,0.8442825184
2010-01-05 18:00:00+01:00,0,0.0659759713,0.7033802476
2010-01-05 19:00:00+01:00,0,0.0601911033,0.553824256
2010-01-05 20:00:00+01:00,0,0.0525376281,0.4565768194
2010-01-05 21:00:00+01:00,0,0.0441565062,0.3956684558
2010-01-05 22:00:00+01:00,0,0.0292517664,0.3235274478
2010-01-05 23:00:00+01:00,0,0.0177030212,0.2337789463
2010-01-06 00:00:00+01:00,0,0.0130415041,0.1448812972
2010-01-06 01:00:00+01:00,0,0.0132401203,0.0771865313
2010-01-06 02:00:00+01:00,0,0.0143406703,0.0327204
2010-01-06 03:00:00+01:00,0,0.0114622755,0.0237100941
2010-01-06 04:00:00+01:00,0,0.0073409699,0.0512290463
2010-01-06 05:00:00+01:00,0,0.0055565826,0.0768095704
2010-01-06 06:00:00+01:00,0,0.0064459242,0.1014287879
2010-01-06 07:00:00+01:00,0,0.0088532573,0.1495840564
2010-01-06 08:00:00+01:00,0,0.0110073443,0.2384401536
2010-01-06 09:00:00+01:00,0.0521966658,0.0104774446,0.3497872797
2010-01-06 10:00:00+01:00,0.1180604648,0.0081687417,0.4260181725
2010-01-06 11:00:00+01:00,0.1665133095,0.0069730481,0.4342179376
2010-01-06 12:00:00+01:00,0.1763033672,0.0068481978,0.4267779533
2010-01-06 13:00:00+01:00,0.1441350278,0.0054347799,0.4309356611
2010-01-06 14:00:00+01:00,0.0835717457,0.0047001649,0.4301129459
2010-01-06 15:00:00+01:00,0.0211600774,0.0053750892,0.4277226453
2010-01-06 16:00:00+01:00,0,0.0076999644,0.4763350455
2010-01-06 17:00:00+01:00,0,0.0110488172,0.601445185
2010-01-06 18:00:00+01:00,0,0.014924245,0.7931947054
2010-01-06 19:00:00+01:00,0,0.0195679585,0.9089317331
2010-01-06 20:00:00+01:00,0,0.0251492277,0.9398362177
2010-01-06 21:00:00+01:00,0,0.0326352772,0.9811444744
2010-01-06 22:00:00+01:00,0,0.0440868666,1
2010-01-06 23:00:00+01:00,0,0.058906707,1
2010-01-07 00:00:00+01:00,0,0.0743397446,1
2010-01-07 01:00:00+01:00,0,0.0899546621,1
2010-01-07 02:00:00+01:00,0,0.1098938892,1
2010-01-07 03:00:00+01:00,0,0.1392920625,1
2010-01-07 04:00:00+01:00,0,0.1798518806,1
2010-01-07 05:00:00+01:00,0,0.2232682407,1
2010-01-07 06:00:00+01:00,0,0.2650437212,1
2010-01-07 07:00:00+01:00,0,0.3066099096,1
2010-01-07 08:00:00+01:00,0,0.3564147894,1
2010-01-07 09:00:00+01:00,0.0425986311,0.435098469,1
2010-01-07 10:00:00+01:00,0.0941784239,0.5153637244,1
2010-01-07 11:00:00+01:00,0.1293309854,0.5938050125,1
2010-01-07 12:00:00+01:00,0.1370884099,0.649409242,1
2010-01-07 13:00:00+01:00,0.1151588875,0.6545724734,1
2010-01-07 14:00:00+01:00,0.0707989157,0.5827347089,0.9971966403
2010-01-07 15:00:00+01:00,0.020070238,0.4650724865,0.9873004373
2010-01-07 16:00:00+01:00,0,0.3613135144,0.9806388014
2010-01-07 17:00:00+01:00,0,0.2892039773,0.9220619097
2010-01-07 18:00:00+01:00,0,0.231798746,0.8509413746
2010-01-07 19:00:00+01:00,0,0.1814484125,0.7874231857
2010-01-07 20:00:00+01:00,0,0.1472657005,0.7712986041
2010-01-07 21:00:00+01:00,0,0.1216606145,0.8033843093
2010-01-07 22:00:00+01:00,0,0.1048792834,0.8809588917
2010-01-07 23:00:00+01:00,0,0.0949251565,0.9371619331
2010-01-08 00:00:00+01:00,0,0.1015348391,0.943978068
2010-01-08 01:00:00+01:00,0,0.1081806155,0.919472399
2010-01-08 02:00:00+01:00,0,0.1124020665,0.8898884256
2010-01-08 03:00:00+01:00,0,0.1035725083,0.834029287
2010-01-08 04:00:00+01:00,0,0.0971322881,0.7652042426
2010-01-08 05:00:00+01:00,0,0.0906198017,0.717119136
2010-01-08 06:00:00+01:00,0,0.0834160105,0.6822631477
2010-01-08 07:00:00+01:00,0,0.087283802,0.7456365737
2010-01-08 08:00:00+01:00,0,0.0953612182,0.7930252059
2010-01-08 09:00:00+01:00,0.0526082548,0.1107965554,0.8053072935
2010-01-08 10:00:00+01:00,0.118169967,0.1284259879,0.80977834
2010-01-08 11:00:00+01:00,0.1636377274,0.1570576169,0.769703986
2010-01-08 12:00:00+01:00,0.1693667839,0.2107782463,0.6992359186
2010-01-08 13:00:00+01:00,0.1408494446,0.2277145406,0.6121557618
2010-01-08 14:00:00+01:00,0.0839247319,0.2362941287,0.5894279991
2010-01-08 15:00:00+01:00,0.0232284483,0.2007416304,0.6171458561
2010-01-08 16:00:00+01:00,0,0.1919077528,0.6706746643
2010-01-08 17:00:00+01:00,0,0.2194069879,0.808763407
2010-01-08 18:00:00+01:00,0,0.2707023461,0.9772699109
2010-01-08 19:00:00+01:00,0,0.3319257809,1
2010-01-08 20:00:00+01:00,0,0.376289917,1
2010-01-08 21:00:00+01:00,0,0.3833668686,1
2010-01-08 22:00:00+01:00,0,0.3619743332,1
2010-01-08 23:00:00+01:00,0,0.4043570201,1
2010-01-09 00:00:00+01:00,0,0.5044582365,1
2010-01-09 01:00:00+01:00,0,0.6350009553,1
2010-01-09 02:00:00+01:00,0,0.7830315632,1
2010-01-09 03:00:00+01:00,0,0.8807826121,1
2010-01-09 04:00:00+01:00,0,0.9320766264,1
2010-01-09 05:00:00+01:00,0,0.9765061379,1
2010-01-09 06:00:00+01:00,0,0.9911141166,1
2010-01-09 07:00:00+01:00,0,0.9935211866,1
2010-01-09 08:00:00+01:00,0,0.9935478121,1
2010-01-09 09:00:00+01:00,0.0402815562,0.9952417013,1
2010-01-09 10:00:00+01:00,0.0889069095,0.9964678013,1
2010-01-09 11:00:00+01:00,0.1231560584,0.9981381859,1
2010-01-09 12:00:00+01:00,0.1287271529,0.9994813805,1
2010-01-09 13:00:00+01:00,0.1045560249,1,1
2010-01-09 14:00:00+01:00,0.0653475642,1,1
2010-01-09 15:00:00+01:00,0.0196596657,1,1
2010-01-09 16:00:00+01:00,0,1,1
2010-01-09 17:00:00+01:00,0,1,1
2010-01-09 18:00:00+01:00,0,1,1
2010-01-09 19:00:00+01:00,0,1,1
2010-01-09 20:00:00+01:00,0,1,0.2816186646
2010-01-09 21:00:00+01:00,0,1,0.1436217663
2010-01-09 22:00:00+01:00,0,1,0.1436217663
2010-01-09 23:00:00+01:00,0,1,0.1436217663
2010-01-10 00:00:00+01:00,0,1,0.2366451451
2010-01-10 01:00:00+01:00,0,1,0.6418659652
2010-01-10 02:00:00+01:00,0,1,0.7582095649
2010-01-10 03:00:00+01:00,0,1,0.8391843828
2010-01-10 04:00:00+01:00,0,1,0.9437284676
2010-01-10 05:00:00+01:00,0,1,1
2010-01-10 06:00:00+01:00,0,1,1
2010-01-10 07:00:00+01:00,0,1,0.7173515923
2010-01-10 08:00:00+01:00,0,1,0.3778739272
2010-01-10 09:00:00+01:00,0.0303941982,1,0.1879164617
2010-01-10 10:00:00+01:00,0.0620325752,1,0.1436217663
2010-01-10 11:00:00+01:00,0.0766559438,0.9999817386,0.1436217663
2010-01-10 12:00:00+01:00,0.0738356175,0.9995359402,0.1436217663
2010-01-10 13:00:00+01:00,0.0590232262,0.9990633337,0.1436217663
2010-01-10 14:00:00+01:00,0.0387810636,0.9983093674,0.1436217663
2010-01-10 15:00:00+01:00,0.0126560788,0.9949280727,0.1436217663
2010-01-10 16:00:00+01:00,0,0.9891972298,0.6097404516
2010-01-10 17:00:00+01:00,0,0.9797805512,1
2010-01-10 18:00:00+01:00,0,0.9709557399,1
2010-01-10 19:00:00+01:00,0,0.9596797403,1
2010-01-10 20:00:00+01:00,0,0.9410922511,1
2010-01-10 21:00:00+01:00,0,0.9125715802,1
2010-01-10 22:00:00+01:00,0,0.880063036,1
2010-01-10 23:00:00+01:00,0,0.8406257277,1
2010-01-11 00:00:00+01:00,0,0.8044395181,1
2010-01-11 01:00:00+01:00,0,0.780480409,1
2010-01-11 02:00:00+01:00,0,0.7691972127,1
2010-01-11 03:00:00+01:00,0,0.767571298,1
2010-01-11 04:00:00+01:00,0,0.7652672479,1
2010-01-11 05:00:00+01:00,0,0.7447335959,1
2010-01-11 06:00:00+01:00,0,0.7081841527,1
2010-01-11 07:00:00+01:00,0,0.6599587348,1
2010-01-11 08:00:00+01:00,0,0.599501532,1
2010-01-11 09:00:00+01:00,0.0300059292,0.5596368928,1
2010-01-11 10:00:00+01:00,0.0626904734,0.508261887,1
2010-01-11 11:00:00+01:00,0.0790087484,0.4285340595,1
2010-01-11 12:00:00+01:00,0.0863075006,0.3679970403,1
2010-01-11 13:00:00+01:00,0.0828160131,0.2982428289,1
2010-01-11 14:00:00+01:00,0.0589382543,0.236726055,1
2010-01-11 15:00:00+01:00,0.0186331841,0.1883974968,1
2010-01-11 16:00:00+01:00,0,0.1537086904,1
2010-01-11 17:00:00+01:00,0,0.1260930032,1
2010-01-11 18:00:00+01:00,0,0.101755146,1
2010-01-11 19:00:00+01:00,0,0.0772950997,0.9943268601
2010-01-11 20:00:00+01:00,0,0.0573557544,0.9733100439
2010-01-11 21:00:00+01:00,0,0.0434059707,0.9448500868
2010-01-11 22:00:00+01:00,0,0.0310683974,0.9120293993
2010-01-11 23:00:00+01:00,0,0.0237992968,0.8867481395
2010-01-12 00:00:00+01:00,0,0.0202023753,0.8315313513
2010-01-12 01:00:00+01:00,0,0.0168285201,0.6912960304
2010-01-12 02:00:00+01:00,0,0.0138002205,0.5416754728
2010-01-12 03:00:00+01:00,0,0.0106336895,0.4384586111
2010-01-12 04:00:00+01:00,0,0.0098218565,0.3898640961
2010-01-12 05:00:00+01:00,0,0.0104686843,0.3948963244
2010-01-12 06:00:00+01:00,0,0.0094124334,0.4366666539
2010-01-12 07:00:00+01:00,0,0.009372153,0.4907798648
2010-01-12 08:00:00+01:00,0,0.010842563,0.5603931164
2010-01-12 09:00:00+01:00,0.0455969221,0.0096627913,0.6122977461
2010-01-12 10:00:00+01:00,0.1050026258,0.0081462225,0.6700324343
2010-01-12 11:00:00+01:00,0.1498684191,0.0077961026,0.7415788078
2010-01-12 12:00:00+01:00,0.1582745407,0.0097910235,0.8259742125
2010-01-12 13:00:00+01:00,0.130394168,0.0164897973,0.893931909
2010-01-12 14:00:00+01:00,0.0793971524,0.0290413671,0.9171642592
2010-01-12 15:00:00+01:00,0.0248459145,0.0426175205,0.935874103
2010-01-12 16:00:00+01:00,0,0.0541823009,0.9466955946
2010-01-12 17:00:00+01:00,0,0.0587034827,0.9474794411
2010-01-12 18:00:00+01:00,0,0.0683777361,0.9404809667
2010-01-12 19:00:00+01:00,0,0.0867186205,0.9504296546
2010-01-12 20:00:00+01:00,0,0.1174656827,0.9701082655
2010-01-12 21:00:00+01:00,0,0.1595281453,0.9826648866
2010-01-12 22:00:00+01:00,0,0.2054136106,0.9913631726
2010-01-12 23:00:00+01:00,0,0.2369159423,0.993807838
2010-01-13 00:00:00+01:00,0,0.2585157164,0.9978637373
2010-01-13 01:00:00+01:00,0,0.2907493105,1
2010-01-13 02:00:00+01:00,0,0.3342229405,1
2010-01-13 03:00:00+01:00,0,0.3783961876,1
2010-01-13 04:00:00+01:00,0,0.4284195238,1
2010-01-13 05:00:00+01:00,0,0.4488816997,1
2010-01-13 06:00:00+01:00,0,0.4180708939,1
2010-01-13 07:00:00+01:00,0,0.3819626187,1
2010-01-13 08:00:00+01:00,0,0.4008512237,1
2010-01-13 09:00:00+01:00,0.0536679209,0.4471107145,1
2010-01-13 10:00:00+01:00,0.1219269199,0.4680564896,1
2010-01-13 11:00:00+01:00,0.1742021046,0.4662313698,1
2010-01-13 12:00:00+01:00,0.1886661223,0.4601317147,1
2010-01-13 13:00:00+01:00,0.1597435901,0.4555514171,1
2010-01-13 14:00:00+01:00,0.097449103,0.4524161088,1
2010-01-13 15:00:00+01:00,0.0306755845,0.4416128415,1
2010-01-13 16:00:00+01:00,0,0.4375411927,1
2010-01-13 17:00:00+01:00,0,0.4548312133,1
2010-01-13 18:00:00+01:00,0,0.4800105983,1
2010-01-13 19:00:00+01:00,0,0.489651457,1
2010-01-13 20:00:00+01:00,0,0.4685404527,1
2010-01-13 21:00:00+01:00,0,0.430418596,1
2010-01-13 22:00:00+01:00,0,0.3877639376,1
2010-01-13 23:00:00+01:00,0,0.3501938194,1
2010-01-14 00:00:00+01:00,0,0.3296196423,1
2010-01-14 01:00:00+01:00,0,0.3023511731,1
2010-01-14 02:00:00+01:00,0,0.2980801014,1
2010-01-14 03:00:00+01:00,0,0.2999262974,1
2010-01-14 04:00:00+01:00,0,0.2927813802,1
2010-01-14 05:00:00+01:00,0,0.2975279096,1
2010-01-14 06:00:00+01:00,0,0.3080337856,1
2010-01-14 07:00:00+01:00,0,0.3097047362,1
2010-01-14 08:00:00+01:00,0,0.2981004942,1
2010-01-14 09:00:00+01:00,0.0582208196,0.2830783607,1
2010-01-14 10:00:00+01:00,0.1307352707,0.2808960655,1
2010-01-14 11:00:00+01:00,0.184890863,0.2876997838,1
2010-01-14 12:00:00+01:00,0.1985255533,0.2778303979,0.9953973937
2010-01-14 13:00:00+01:00,0.1672248127,0.262115543,0.9909110058
2010-01-14 14:00:00+01:00,0.1025627546,0.247117962,0.9945453671
2010-01-14 15:00:00+01:00,0.0332873595,0.2457236075,0.9985895803
2010-01-14 16:00:00+01:00,0,0.2408080338,0.9984831506
2010-01-14 17:00:00+01:00,0,0.2261249833,0.9985484301
2010-01-14 18:00:00+01:00,0,0.202737211,0.9892875103
2010-01-14 19:00:00+01:00,0,0.1799785913,0.9793453523
2010-01-14 20:00:00+01:00,0,0.1675064913,0.9689275592
2010-01-14 21:00:00+01:00,0,0.1632729761,0.9657054228
2010-01-14 22:00:00+01:00,0,0.1596733504,0.9609515735
2010-01-14 23:00:00+01:00,0,0.1542448904,0.950082332
2010-01-15 00:00:00+01:00,0,0.1441033802,0.8939768665
2010-01-15 01:00:00+01:00,0,0.1396855165,0.8724920268
2010-01-15 02:00:00+01:00,0,0.1333102618,0.87673354
2010-01-15 03:00:00+01:00,0,0.1265569593,0.8746494893
2010-01-15 04:00:00+01:00,0,0.1151529035,0.8807637899
2010-01-15 05:00:00+01:00,0,0.0987610259,0.8979834494
2010-01-15 06:00:00+01:00,0,0.0873569508,0.8960044861
2010-01-15 07:00:00+01:00,0,0.0810615015,0.8700843785
2010-01-15 08:00:00+01:00,0,0.0813268358,0.8054335889
2010-01-15 09:00:00+01:00,0.0601643647,0.0860680187,0.68172627
2010-01-15 10:00:00+01:00,0.1343323792,0.0911365089,0.5914220006
2010-01-15 11:00:00+01:00,0.1896800916,0.0902452713,0.5393152619
2010-01-15 12:00:00+01:00,0.2036431033,0.0791573026,0.5017327493
2010-01-15 13:00:00+01:00,0.172291288,0.0651700834,0.4500198714
2010-01-15 14:00:00+01:00,0.1064488766,0.0543604162,0.3980896946
2010-01-15 15:00:00+01:00,0.0355324356,0.0498430789,0.3695165356
2010-01-15 16:00:00+01:00,0,0.0524239434,0.3701199292
2010-01-15 17:00:00+01:00,0,0.0609293843,0.4061760128
2010-01-15 18:00:00+01:00,0,0.0777160693,0.4850820443
2010-01-15 19:00:00+01:00,0,0.0926136439,0.6082948468
2010-01-15 20:00:00+01:00,0,0.1001667372,0.7338097853
2010-01-15 21:00:00+01:00,0,0.1011488051,0.7914006512
2010-01-15 22:00:00+01:00,0,0.0904323824,0.7737547051
2010-01-15 23:00:00+01:00,0,0.0851537572,0.7424833912
2010-01-16 00:00:00+01:00,0,0.0928362936,0.7286789422
2010-01-16 01:00:00+01:00,0,0.1094149896,0.7718260502
2010-01-16 02:00:00+01:00,0,0.1270552118,0.8290508071
2010-01-16 03:00:00+01:00,0,0.1418296922,0.9044654616
2010-01-16 04:00:00+01:00,0,0.1631157642,0.9451331464
2010-01-16 05:00:00+01:00,0,0.1949354607,0.956962559
2010-01-16 06:00:00+01:00,0,0.2367679986,0.973646011
2010-01-16 07:00:00+01:00,0,0.2739949983,0.9933377391
2010-01-16 08:00:00+01:00,0,0.2795392431,1
2010-01-16 09:00:00+01:00,0.06267039,0.2724787866,1
2010-01-16 10:00:00+01:00,0.1351750769,0.3005292862,1
2010-01-16 11:00:00+01:00,0.1891821528,0.3416338645,1
2010-01-16 12:00:00+01:00,0.2036630757,0.3985405504,1
2010-01-16 13:00:00+01:00,0.175139971,0.4880821592,1
2010-01-16 14:00:00+01:00,0.1103719226,0.499519526,1
2010-01-16 15:00:00+01:00,0.0384165097,0.4633316476,1
2010-01-16 16:00:00+01:00,0,0.4752448819,1
2010-01-16 17:00:00+01:00,0,0.5290949861,1
2010-01-16 18:00:00+01:00,0,0.5393533497,1
2010-01-16 19:00:00+01:00,0,0.5350167998,1
2010-01-16 20:00:00+01:00,0,0.5464496006,1
2010-01-16 21:00:00+01:00,0,0.5982119802,1
2010-01-16 22:00:00+01:00,0,0.6133325359,1
2010-01-16 23:00:00+01:00,0,0.6003789178,1
2010-01-17 00:00:00+01:00,0,0.5969326282,1
2010-01-17 01:00:00+01:00,0,0.6114465247,1
2010-01-17 02:00:00+01:00,0,0.6144755748,1
2010-01-17 03:00:00+01:00,0,0.5923573527,1
2010-01-17 04:00:00+01:00,0,0.5569035277,1
2010-01-17 05:00:00+01:00,0,0.5339359545,1
2010-01-17 06:00:00+01:00,0,0.5139837271,1
2010-01-17 07:00:00+01:00,0,0.4743569974,1
2010-01-17 08:00:00+01:00,0,0.404195774,1
2010-01-17 09:00:00+01:00,0.0520311635,0.3638567545,1
2010-01-17 10:00:00+01:00,0.0957750863,0.3042233965,1
2010-01-17 11:00:00+01:00,0.1187540277,0.2545802966,0.9971838133
2010-01-17 12:00:00+01:00,0.1195546108,0.2175359518,0.9725231026
2010-01-17 13:00:00+01:00,0.1031964293,0.2282797891,0.948022166
2010-01-17 14:00:00+01:00,0.0690375743,0.1971052323,0.9295492635
2010-01-17 15:00:00+01:00,0.0244729758,0.1242774116,0.9131021357
2010-01-17 16:00:00+01:00,0,0.0687939943,0.893514098
2010-01-17 17:00:00+01:00,0,0.0393948656,0.8051026053
2010-01-17 18:00:00+01:00,0,0.032283501,0.6021755306
2010-01-17 19:00:00+01:00,0,0.0363479315,0.3578535433
2010-01-17 20:00:00+01:00,0,0.0547182396,0.1537019941
2010-01-17 21:00:00+01:00,0,0.0829206137,0.027662554
2010-01-17 22:00:00+01:00,0,0.1124187788,0.0093936204
2010-01-17 23:00:00+01:00,0,0.1188505056,0.0209587753
2010-01-18 00:00:00+01:00,0,0.108010771,0.0315117562
2010-01-18 01:00:00+01:00,0,0.1034778772,0.0436093932
2010-01-18 02:00:00+01:00,0,0.1088972131,0.0580680214
2010-01-18 03:00:00+01:00,0,0.1159164654,0.1301308022
2010-01-18 04:00:00+01:00,0,0.1228928336,0.2379321872
2010-01-18 05:00:00+01:00,0,0.1290823976,0.4218095531
2010-01-18 06:00:00+01:00,0,0.1240406876,0.6386336506
2010-01-18 07:00:00+01:00,0,0.1014180708,0.7246083393
2010-01-18 08:00:00+01:00,0,0.0828079052,0.7084588056
2010-01-18 09:00:00+01:00,0.0515807183,0.0614636088,0.6107012131
2010-01-18 10:00:00+01:00,0.0998526827,0.0558569081,0.4511574653
2010-01-18 11:00:00+01:00,0.1229331475,0.0568550331,0.3093656225
2010-01-18 12:00:00+01:00,0.1231105273,0.0583938947,0.2225999247
2010-01-18 13:00:00+01:00,0.1036966429,0.054678463,0.1772395355
2010-01-18 14:00:00+01:00,0.0668821254,0.0506422556,0.1526624475
2010-01-18 15:00:00+01:00,0.0256421924,0.0475903447,0.1252418915
2010-01-18 16:00:00+01:00,0,0.041462634,0.0960730734
2010-01-18 17:00:00+01:00,0,0.031950354,0.0785501354
2010-01-18 18:00:00+01:00,0,0.0237906249,0.065961502
2010-01-18 19:00:00+01:00,0,0.0175321886,0.0516312805
2010-01-18 20:00:00+01:00,0,0.0119577985,0.0288036534
2010-01-18 21:00:00+01:00,0,0.0079478467,0.0129767428
2010-01-18 22:00:00+01:00,0,0.0047150444,0.0056510943
