,pv_pwr,wind_pwr,wind_offshore_pwr
2010-03-18 17:00:00+01:00,0.0449616953,0.1440652871,0.2585386934
2010-03-18 18:00:00+01:00,0,0.1415415971,0.2463385315
2010-03-18 19:00:00+01:00,0,0.1422436663,0.2572718162
2010-03-18 20:00:00+01:00,0,0.1413464372,0.2768729771
2010-03-18 21:00:00+01:00,0,0.1408869008,0.3626618665
2010-03-18 22:00:00+01:00,0,0.1499298436,0.4905299267
2010-03-18 23:00:00+01:00,0,0.1786769909,0.5382417823
2010-03-19 00:00:00+01:00,0,0.2229535025,0.5165580516
2010-03-19 01:00:00+01:00,0,0.2178304471,0.4985044815
2010-03-19 02:00:00+01:00,0,0.2243747554,0.4764562594
2010-03-19 03:00:00+01:00,0,0.2338628222,0.4679365979
2010-03-19 04:00:00+01:00,0,0.2289391952,0.4784114907
2010-03-19 05:00:00+01:00,0,0.2587524555,0.4872276945
2010-03-19 06:00:00+01:00,0.0004971745,0.2638777332,0.4977826473
2010-03-19 07:00:00+01:00,0.0764511476,0.2794533937,0.5660133681
2010-03-19 08:00:00+01:00,0.1566038305,0.3372803304,0.6435119761
2010-03-19 09:00:00+01:00,0.203491933,0.4406125562,0.7384653511
2010-03-19 10:00:00+01:00,0.1880111471,0.4604356908,0.7592858001
2010-03-19 11:00:00+01:00,0.1387155507,0.5037975078,0.7990926057
2010-03-19 12:00:00+01:00,0.0588416409,0.5348063087,0.9027473334
2010-03-19 13:00:00+01:00,0.0398407675,0.5697044351,0.9899563506
2010-03-19 14:00:00+01:00,0.0405345685,0.5423350677,0.9991767687
2010-03-19 15:00:00+01:00,0.0282808134,0.4351556468,0.9827436231
2010-03-19 16:00:00+01:00,0.0179360686,0.3346850903,0.9102782076
2010-03-19 17:00:00+01:00,0.0075395163,0.275816796,0.9410903458
2010-03-19 18:00:00+01:00,0,0.2512603484,0.9141159929
2010-03-19 19:00:00+01:00,0,0.1731148582,0.8642432584
2010-03-19 20:00:00+01:00,0,0.1088444598,0.7114654663
2010-03-19 21:00:00+01:00,0,0.0670042071,0.6202867781
2010-03-19 22:00:00+01:00,0,0.0429916547,0.549975075
2010-03-19 23:00:00+01:00,0,0.0342251218,0.4602275261
2010-03-20 00:00:00+01:00,0,0.0364793441,0.3944538008
2010-03-20 01:00:00+01:00,0,0.04168692,0.2690281272
2010-03-20 02:00:00+01:00,0,0.05774088,0.1857884861
2010-03-20 03:00:00+01:00,0,0.0772827238,0.1475141903
2010-03-20 04:00:00+01:00,0,0.0980321571,0.111867539
2010-03-20 05:00:00+01:00,0,0.1372399316,0.0931580464
2010-03-20 06:00:00+01:00,9.96373739538707E-005,0.1910247638,0.1067028207
2010-03-20 07:00:00+01:00,0.0132241325,0.2466471318,0.1411403853
2010-03-20 08:00:00+01:00,0.029192016,0.3404094109,0.1766537394
2010-03-20 09:00:00+01:00,0.0371210299,0.4686403598,0.1816945629
2010-03-20 10:00:00+01:00,0.0349282177,0.6290506203,0.2481898089
2010-03-20 11:00:00+01:00,0.0434076238,0.7145870985,0.4737323556
2010-03-20 12:00:00+01:00,0.0574467899,0.6846189145,0.7396999273
2010-03-20 13:00:00+01:00,0.0844074988,0.6880949286,0.99260345
2010-03-20 14:00:00+01:00,0.0765694412,0.706331193,0.9832873218
2010-03-20 15:00:00+01:00,0.0323075085,0.7347989849,0.988147978
2010-03-20 16:00:00+01:00,0.0141751916,0.6821298372,0.9822127952
2010-03-20 17:00:00+01:00,0.0047057013,0.6328501267,0.9744928552
2010-03-20 18:00:00+01:00,0,0.6096965556,0.992276377
2010-03-20 19:00:00+01:00,0,0.6445964251,0.9936533961
2010-03-20 20:00:00+01:00,0,0.7238622645,0.9894503168
2010-03-20 21:00:00+01:00,0,0.7415535133,0.9150062539
2010-03-20 22:00:00+01:00,0,0.7365863712,0.8237304384
2010-03-20 23:00:00+01:00,0,0.7469067109,0.8242450073
2010-03-21 00:00:00+01:00,0,0.7280108023,0.8776596494
2010-03-21 01:00:00+01:00,0,0.7074193279,0.8989680782
2010-03-21 02:00:00+01:00,0,0.7180520703,0.9169393449
2010-03-21 03:00:00+01:00,0,0.6871557251,0.6955590182
2010-03-21 04:00:00+01:00,0,0.6409060817,0.438096064
2010-03-21 05:00:00+01:00,0,0.6274590745,0.2882565208
2010-03-21 06:00:00+01:00,0.0011003696,0.6409432577,0.18634774
2010-03-21 07:00:00+01:00,0.0131182069,0.6617201612,0.1849638956
2010-03-21 08:00:00+01:00,0.0186921898,0.7050915915,0.2797941186
2010-03-21 09:00:00+01:00,0.0187643184,0.6808729531,0.2413650227
2010-03-21 10:00:00+01:00,0.0441698839,0.6494131835,0.2758095217
2010-03-21 11:00:00+01:00,0.2071147438,0.6606018106,0.3972356749
2010-03-21 12:00:00+01:00,0.338469402,0.787515233,0.5349869497
2010-03-21 13:00:00+01:00,0.2845068848,0.8665001012,0.6534422806
2010-03-21 14:00:00+01:00,0.1359172236,0.8815560121,0.8541853797
2010-03-21 15:00:00+01:00,0.0717597056,0.8613170366,0.9884463002
2010-03-21 16:00:00+01:00,0.0391481218,0.8281413666,1
2010-03-21 17:00:00+01:00,0.0133724902,0.8075886544,1
2010-03-21 18:00:00+01:00,0,0.7796788691,1
2010-03-21 19:00:00+01:00,0,0.771977069,1
2010-03-21 20:00:00+01:00,0,0.7601254597,1
2010-03-21 21:00:00+01:00,0,0.6902155572,0.8755863102
2010-03-21 22:00:00+01:00,0,0.5818080815,0.6466978679
2010-03-21 23:00:00+01:00,0,0.4786317103,0.4368136639
2010-03-22 00:00:00+01:00,0,0.3850970891,0.2812654015
2010-03-22 01:00:00+01:00,0,0.2970965384,0.1734545485
2010-03-22 02:00:00+01:00,0,0.214684184,0.0966547247
2010-03-22 03:00:00+01:00,0,0.1642286359,0.0490407074
2010-03-22 04:00:00+01:00,0,0.1470819601,0.0373166736
2010-03-22 05:00:00+01:00,0,0.1261346158,0.0274460787
2010-03-22 06:00:00+01:00,0.0016788516,0.1050612021,0.0214393571
2010-03-22 07:00:00+01:00,0.0504596807,0.108221526,0.0351689631
2010-03-22 08:00:00+01:00,0.1528781314,0.1241929182,0.0522995514
2010-03-22 09:00:00+01:00,0.2778315645,0.1221470952,0.0662810739
2010-03-22 10:00:00+01:00,0.4310038626,0.1186118565,0.0715095581
2010-03-22 11:00:00+01:00,0.4900936816,0.118066748,0.075938368
2010-03-22 12:00:00+01:00,0.5003908194,0.137421788,0.090687204
2010-03-22 13:00:00+01:00,0.4641493964,0.1490029721,0.1084631394
2010-03-22 14:00:00+01:00,0.3922635191,0.1233365017,0.1038455464
2010-03-22 15:00:00+01:00,0.2856955432,0.0844035358,0.0845617602
2010-03-22 16:00:00+01:00,0.1624314705,0.0313951162,0.0670583137
2010-03-22 17:00:00+01:00,0.0527615588,0.0334204361,0.05462907
2010-03-22 18:00:00+01:00,0,0.0560170475,0.0503554853
2010-03-22 19:00:00+01:00,0,0.0744083928,0.0633976071
2010-03-22 20:00:00+01:00,0,0.0893555312,0.0993465447
2010-03-22 21:00:00+01:00,0,0.0994281818,0.1509642965
2010-03-22 22:00:00+01:00,0,0.1096572348,0.1950105147
2010-03-22 23:00:00+01:00,0,0.1210268307,0.2267375662
2010-03-23 00:00:00+01:00,0,0.1230776808,0.2879210264
2010-03-23 01:00:00+01:00,0,0.1228811366,0.3399143342
2010-03-23 02:00:00+01:00,0,0.128940207,0.3782763385
2010-03-23 03:00:00+01:00,0,0.1358737308,0.4140380334
2010-03-23 04:00:00+01:00,0,0.1453010525,0.4142650792
2010-03-23 05:00:00+01:00,0,0.1477052147,0.4327094805
2010-03-23 06:00:00+01:00,0.0055420586,0.1546846219,0.4747282413
2010-03-23 07:00:00+01:00,0.042665992,0.1823068565,0.5024551709
2010-03-23 08:00:00+01:00,0.0924711131,0.2362771775,0.5463614034
2010-03-23 09:00:00+01:00,0.1800275249,0.3479471249,0.5873196789
2010-03-23 10:00:00+01:00,0.312975193,0.588323724,0.6821767925
2010-03-23 11:00:00+01:00,0.3354975205,0.8166510491,0.9887619324
2010-03-23 12:00:00+01:00,0.1912524563,0.7162512767,0.9231727421
2010-03-23 13:00:00+01:00,0.3326794747,0.6570692156,0.5059916319
2010-03-23 14:00:00+01:00,0.3905460581,0.544718504,0.3093683346
2010-03-23 15:00:00+01:00,0.2900251813,0.4183358388,0.2241546848
2010-03-23 16:00:00+01:00,0.1552138121,0.261116536,0.1924814519
2010-03-23 17:00:00+01:00,0.0500480424,0.1300812192,0.1827618216
2010-03-23 18:00:00+01:00,0,0.0737363987,0.2493059235
2010-03-23 19:00:00+01:00,0,0.046214331,0.3694285959
2010-03-23 20:00:00+01:00,0,0.039081019,0.3911743796
2010-03-23 21:00:00+01:00,0,0.04639025,0.2972183437
2010-03-23 22:00:00+01:00,0,0.0460962421,0.2609177654
2010-03-23 23:00:00+01:00,0,0.0358027694,0.2674764376
2010-03-24 00:00:00+01:00,0,0.0232635082,0.1917501737
2010-03-24 01:00:00+01:00,0,0.013009116,0.1796895454
2010-03-24 02:00:00+01:00,0,0.0067996383,0.0785298378
2010-03-24 03:00:00+01:00,0,0.0059520001,0.0098186121
2010-03-24 04:00:00+01:00,0,0.0086115558,0
2010-03-24 05:00:00+01:00,0,0.0142146167,0
2010-03-24 06:00:00+01:00,0.0172686499,0.0234488015,1.06378675255323E-005
2010-03-24 07:00:00+01:00,0.106095026,0.0388024296,0.0015202721
2010-03-24 08:00:00+01:00,0.2180105964,0.0628707418,0.0041477088
2010-03-24 09:00:00+01:00,0.3262455536,0.1323650054,0.0194494815
2010-03-24 10:00:00+01:00,0.4167440499,0.2073683166,0.0376039681
2010-03-24 11:00:00+01:00,0.4731183144,0.2820530768,0.0561332629
2010-03-24 12:00:00+01:00,0.4927667644,0.3864060898,0.0760845777
2010-03-24 13:00:00+01:00,0.4786671566,0.4921057442,0.1387518831
2010-03-24 14:00:00+01:00,0.4182179396,0.501099947,0.2577462212
2010-03-24 15:00:00+01:00,0.3056072294,0.4321901512,0.3919342312
2010-03-24 16:00:00+01:00,0.1755339592,0.3068783683,0.5634358454
2010-03-24 17:00:00+01:00,0.0629406586,0.2866916114,0.7314921498
2010-03-24 18:00:00+01:00,0,0.3229200293,0.8925646645
2010-03-24 19:00:00+01:00,0,0.3235325184,0.9578895403
2010-03-24 20:00:00+01:00,0,0.2927304809,0.9459891031
2010-03-24 21:00:00+01:00,0,0.2389933057,0.9218001318
2010-03-24 22:00:00+01:00,0,0.2193856183,0.862584946
2010-03-24 23:00:00+01:00,0,0.1826010528,0.7900139905
2010-03-25 00:00:00+01:00,0,0.155287247,0.7016628716
2010-03-25 01:00:00+01:00,0,0.1398460098,0.6426350958
2010-03-25 02:00:00+01:00,0,0.1209042954,0.6026275235
2010-03-25 03:00:00+01:00,0,0.1039162249,0.529089212
2010-03-25 04:00:00+01:00,0,0.0886189206,0.4031216233
2010-03-25 05:00:00+01:00,0,0.0754127618,0.311140826
2010-03-25 06:00:00+01:00,0.0174122348,0.0638176506,0.2596647931
2010-03-25 07:00:00+01:00,0.0959370751,0.0585221084,0.2183491204
2010-03-25 08:00:00+01:00,0.1965542884,0.0752915412,0.1804001031
2010-03-25 09:00:00+01:00,0.3075333997,0.1213480248,0.1469427937
2010-03-25 10:00:00+01:00,0.4125131,0.1366495925,0.1180933376
2010-03-25 11:00:00+01:00,0.4887334691,0.1510895274,0.0977214193
2010-03-25 12:00:00+01:00,0.5223193308,0.1747306424,0.0791934964
2010-03-25 13:00:00+01:00,0.4924840034,0.1977529673,0.0710986633
2010-03-25 14:00:00+01:00,0.4056609111,0.2409285627,0.0729367654
2010-03-25 15:00:00+01:00,0.2884531933,0.2520334415,0.0914743397
2010-03-25 16:00:00+01:00,0.1573601102,0.1604693012,0.107966126
2010-03-25 17:00:00+01:00,0.0482701133,0.1144781164,0.1047222986
2010-03-25 18:00:00+01:00,0,0.1046188271,0.1251734611
2010-03-25 19:00:00+01:00,0,0.1082301628,0.1627933876
2010-03-25 20:00:00+01:00,0,0.1076511224,0.1865012116
2010-03-25 21:00:00+01:00,0,0.1077520347,0.1978114803
2010-03-25 22:00:00+01:00,0,0.1103766019,0.2178063835
2010-03-25 23:00:00+01:00,0,0.114772597,0.2506341722
2010-03-26 00:00:00+01:00,0,0.124217289,0.2743187963
2010-03-26 01:00:00+01:00,0,0.1324241809,0.2735566378
2010-03-26 02:00:00+01:00,0,0.1292130359,0.2960232719
2010-03-26 03:00:00+01:00,0,0.122112755,0.3130882045
2010-03-26 04:00:00+01:00,0,0.1109601932,0.3179807543
2010-03-26 05:00:00+01:00,0,0.0986239102,0.2864844487
2010-03-26 06:00:00+01:00,0.0094584697,0.0793680535,0.228447778
2010-03-26 07:00:00+01:00,0.0634591184,0.0593993411,0.1924422395
2010-03-26 08:00:00+01:00,0.1693908031,0.0715484936,0.1563803497
2010-03-26 09:00:00+01:00,0.2735977693,0.0998837665,0.1540142532
2010-03-26 10:00:00+01:00,0.3373852515,0.0962850757,0.1037923512
2010-03-26 11:00:00+01:00,0.3518817269,0.0580548846,0.0680399163
2010-03-26 12:00:00+01:00,0.2923174069,0.0167430074,0.0318668788
2010-03-26 13:00:00+01:00,0.2165538022,0.0022273768,0
2010-03-26 14:00:00+01:00,0.1663817041,0.0022046536,0
2010-03-26 15:00:00+01:00,0.0981773706,0.0083253575,0
2010-03-26 16:00:00+01:00,0.0431172541,0.0195150452,0
2010-03-26 17:00:00+01:00,0.0129830175,0.0471784157,0
2010-03-26 18:00:00+01:00,0,0.090815883,0
2010-03-26 19:00:00+01:00,0,0.1499274522,0.0035059044
2010-03-26 20:00:00+01:00,0,0.2355414092,0.0094624928
2010-03-26 21:00:00+01:00,0,0.3545492274,0.0158395529
2010-03-26 22:00:00+01:00,0,0.460503287,0.063332552
2010-03-26 23:00:00+01:00,0,0.5297627334,0.1539107972
2010-03-27 00:00:00+01:00,0,0.5553320206,0.2740296828
2010-03-27 01:00:00+01:00,0,0.5738699436,0.359148976
2010-03-27 02:00:00+01:00,0,0.5805243925,0.4285636825
2010-03-27 03:00:00+01:00,0,0.5573051111,0.5871515471
2010-03-27 04:00:00+01:00,0,0.7113579569,0.7749012313
2010-03-27 05:00:00+01:00,0,0.8395655483,0.9448232323
2010-03-27 06:00:00+01:00,0.0047021976,0.9219384521,1
2010-03-27 07:00:00+01:00,0.0321972937,0.9188145718,1
2010-03-27 08:00:00+01:00,0.0735359976,0.9128014651,1
2010-03-27 09:00:00+01:00,0.1197940915,0.9114703513,1
2010-03-27 10:00:00+01:00,0.1584080424,0.9024895037,1
2010-03-27 11:00:00+01:00,0.2109614172,0.9009035832,1
2010-03-27 12:00:00+01:00,0.2543014302,0.9278260718,0.9973436597
2010-03-27 13:00:00+01:00,0.2394946179,0.9243057714,0.9819541193
2010-03-27 14:00:00+01:00,0.1739969498,0.8981663934,0.9666090966
2010-03-27 15:00:00+01:00,0.1275205347,0.8762805737,0.9691433258
2010-03-27 16:00:00+01:00,0.0849199153,0.8128177925,0.9845157747
2010-03-27 17:00:00+01:00,0.0356299908,0.7334250981,0.9108533555
2010-03-27 18:00:00+01:00,4.47136456104307E-007,0.6273401052,0.8728833472
2010-03-27 19:00:00+01:00,0,0.5263472277,0.9498101947
2010-03-27 20:00:00+01:00,0,0.4302903908,0.99744337
2010-03-27 21:00:00+01:00,0,0.3664189338,0.9801319092
2010-03-27 22:00:00+01:00,0,0.3217664272,0.9413322911
2010-03-27 23:00:00+01:00,0,0.2751697093,0.8732837618
2010-03-28 00:00:00+01:00,0,0.2097275992,0.9088551385
2010-03-28 01:00:00+01:00,0,0.1737685871,0.9033141041
2010-03-28 03:00:00+02:00,0,0.1560341789,0.7496136115
2010-03-28 04:00:00+02:00,0,0.1425779241,0.7747166524
2010-03-28 05:00:00+02:00,0,0.1655019745,0.9100006151
2010-03-28 06:00:00+02:00,0,0.2041697655,0.8805736503
2010-03-28 07:00:00+02:00,0.0107371483,0.2230102458,0.8714283661
2010-03-28 08:00:00+02:00,0.053154255,0.2455156108,0.7370433741
2010-03-28 09:00:00+02:00,0.1118597973,0.3015498875,0.7541447772
2010-03-28 10:00:00+02:00,0.2055923691,0.4842320564,0.838200751
2010-03-28 11:00:00+02:00,0.1851767427,0.5234130918,0.9175917194
2010-03-28 12:00:00+02:00,0.2209917997,0.4855291298,0.90632971
2010-03-28 13:00:00+02:00,0.2776010153,0.5264664158,0.8113961591
2010-03-28 14:00:00+02:00,0.3004428588,0.5273662748,0.7224135396
2010-03-28 15:00:00+02:00,0.2977341192,0.5406583965,0.5359210111
2010-03-28 16:00:00+02:00,0.2116030611,0.5318009494,0.4346802426
2010-03-28 17:00:00+02:00,0.1255074251,0.4680548961,0.4370656432
2010-03-28 18:00:00+02:00,0.051620823,0.4169387234,0.7853563677
2010-03-28 19:00:00+02:00,1.30939464055816E-005,0.3432138527,0.9199629887
2010-03-28 20:00:00+02:00,0,0.3524893974,0.9070252701
2010-03-28 21:00:00+02:00,0,0.4445550031,0.9555525815
2010-03-28 22:00:00+02:00,0,0.5573800812,0.9991421516
2010-03-28 23:00:00+02:00,0,0.5663835316,1
2010-03-29 00:00:00+02:00,0,0.5732295346,1
2010-03-29 01:00:00+02:00,0,0.579728691,1
2010-03-29 02:00:00+02:00,0,0.5497559172,1
2010-03-29 03:00:00+02:00,0,0.5068296979,1
2010-03-29 04:00:00+02:00,0,0.4228628842,1
2010-03-29 05:00:00+02:00,0,0.3467512925,0.9965745821
2010-03-29 06:00:00+02:00,0,0.2820780148,0.9753079915
2010-03-29 07:00:00+02:00,0.0167303635,0.2603391985,0.9497659106
2010-03-29 08:00:00+02:00,0.0781609997,0.2918102056,0.8705397667
2010-03-29 09:00:00+02:00,0.1627057937,0.3416541585,0.7725864804
2010-03-29 10:00:00+02:00,0.2600216169,0.4195199881,0.6055814052
2010-03-29 11:00:00+02:00,0.3831110859,0.4156251561,0.4504982786
2010-03-29 12:00:00+02:00,0.3731683612,0.3575967867,0.4252052967
2010-03-29 13:00:00+02:00,0.3705518787,0.2896441136,0.4010923779
2010-03-29 14:00:00+02:00,0.3902561884,0.2305161957,0.2777706033
2010-03-29 15:00:00+02:00,0.3557386107,0.1568113019,0.1719175729
2010-03-29 16:00:00+02:00,0.2692138938,0.0898935888,0.1128213938
2010-03-29 17:00:00+02:00,0.1647735668,0.0223741067,0.0601520993
2010-03-29 18:00:00+02:00,0.0597861692,0.0014242163,0.020114617
2010-03-29 19:00:00+02:00,0.0001716406,0.0009366228,0
2010-03-29 20:00:00+02:00,0,0.0066374436,0
2010-03-29 21:00:00+02:00,0,0.0154032812,0
2010-03-29 22:00:00+02:00,0,0.0273549433,0.006278758
2010-03-29 23:00:00+02:00,0,0.0416531754,0.0358820496
2010-03-30 00:00:00+02:00,0,0.0560841889,0.0518357106
2010-03-30 01:00:00+02:00,0,0.0666823871,0.0667018166
2010-03-30 02:00:00+02:00,0,0.0715603685,0.0884691424
2010-03-30 03:00:00+02:00,0,0.0789410989,0.1128846059
2010-03-30 04:00:00+02:00,0,0.0925263411,0.1360548362
2010-03-30 05:00:00+02:00,0,0.1073759854,0.1635498857
2010-03-30 06:00:00+02:00,0,0.1223009821,0.212153439
2010-03-30 07:00:00+02:00,0.0175940606,0.1323898843,0.2765929503
2010-03-30 08:00:00+02:00,0.0702588517,0.1547919755,0.3686496166
2010-03-30 09:00:00+02:00,0.1405807651,0.2096899163,0.4795252804
2010-03-30 10:00:00+02:00,0.1908064612,0.3173040898,0.5627450101
2010-03-30 11:00:00+02:00,0.2280198834,0.4430127164,0.6156587436
2010-03-30 12:00:00+02:00,0.2272143401,0.411344785,0.6733534236
2010-03-30 13:00:00+02:00,0.2075417886,0.3805592331,0.7416649977
2010-03-30 14:00:00+02:00,0.2039803038,0.3354738519,0.7731694693
2010-03-30 15:00:00+02:00,0.205786644,0.3254074898,0.7635938836
2010-03-30 16:00:00+02:00,0.1826914221,0.313829266,0.7355397655
2010-03-30 17:00:00+02:00,0.1094598736,0.2275256387,0.721943655
2010-03-30 18:00:00+02:00,0.0417731341,0.1789947954,0.7185732994
2010-03-30 19:00:00+02:00,0.0004067931,0.1641090577,0.6896157224
2010-03-30 20:00:00+02:00,0,0.1341411498,0.6386017091
2010-03-30 21:00:00+02:00,0,0.1085802538,0.5590735364
2010-03-30 22:00:00+02:00,0,0.1089298514,0.529973124
2010-03-30 23:00:00+02:00,0,0.1244721668,0.5141976107
2010-03-31 00:00:00+02:00,0,0.1305113319,0.4617186451
2010-03-31 01:00:00+02:00,0,0.1379831008,0.3936267009
2010-03-31 02:00:00+02:00,0,0.1605061086,0.3476293904
2010-03-31 03:00:00+02:00,0,0.162102279,0.2895683681
2010-03-31 04:00:00+02:00,0,0.2690867803,0.227806346
2010-03-31 05:00:00+02:00,0,0.4381975304,0.1773755569
2010-03-31 06:00:00+02:00,0,0.6933873379,0.1481229667
2010-03-31 07:00:00+02:00,0.0051926968,0.895393346,0.2135317962
2010-03-31 08:00:00+02:00,0.0323854235,0.8531769497,0.7478159747
2010-03-31 09:00:00+02:00,0.1145931056,0.7640633506,1
2010-03-31 10:00:00+02:00,0.2675871034,0.7804324896,0.9872127478
2010-03-31 11:00:00+02:00,0.4164985072,0.7029926177,0.8844370707
2010-03-31 12:00:00+02:00,0.5512953677,0.6417140615,0.5705367311
2010-03-31 13:00:00+02:00,0.5905730626,0.5452733032,0.2700770043
2010-03-31 14:00:00+02:00,0.5550983962,0.5315603774,0.1064816669
2010-03-31 15:00:00+02:00,0.4434227101,0.4975680176,0.075678926
2010-03-31 16:00:00+02:00,0.3292299363,0.360211325,0.059113549
2010-03-31 17:00:00+02:00,0.188196935,0.1827360652,0.0058814859
2010-03-31 18:00:00+02:00,0.0709150762,0.1138411709,0.0024662449
2010-03-31 19:00:00+02:00,0.0011526772,0.107990313,0.0090788612
2010-03-31 20:00:00+02:00,0,0.1282878378,0.0410157036
2010-03-31 21:00:00+02:00,0,0.1770377099,0.068892836
2010-03-31 22:00:00+02:00,0,0.182679236,0.142481936
2010-03-31 23:00:00+02:00,0,0.1920045341,0.2713568586
2010-04-01 00:00:00+02:00,0,0.1591369463,0.4299554555
2010-04-01 01:00:00+02:00,0,0.1222108262,0.1703845062
2010-04-01 02:00:00+02:00,0,0.1365494149,0.0799928826
2010-04-01 03:00:00+02:00,0,0.1900401767,0.133815147
2010-04-01 04:00:00+02:00,0,0.2533573167,0.2665038416
2010-04-01 05:00:00+02:00,0,0.2984584717,0.434143653
2010-04-01 06:00:00+02:00,0,0.3259297765,0.6278491774
2010-04-01 07:00:00+02:00,0.0422090843,0.3828989849,0.7828278061
2010-04-01 08:00:00+02:00,0.1551600899,0.5521440614,0.874354606
2010-04-01 09:00:00+02:00,0.2818771723,0.837349764,0.9681828619
2010-04-01 10:00:00+02:00,0.367804856,0.8996815281,1
2010-04-01 11:00:00+02:00,0.4069330826,0.8835419641,0.9879537647
2010-04-01 12:00:00+02:00,0.4135235559,0.8898744356,0.9386733528
2010-04-01 13:00:00+02:00,0.3406084721,0.8967098559,0.9879641672
2010-04-01 14:00:00+02:00,0.2921632226,0.8732811227,1
2010-04-01 15:00:00+02:00,0.2977202742,0.8308624286,1
2010-04-01 16:00:00+02:00,0.2383684056,0.7711877707,1
2010-04-01 17:00:00+02:00,0.1193340325,0.6440387163,0.9987557472
2010-04-01 18:00:00+02:00,0.0444748842,0.5206880608,0.9906991742
2010-04-01 19:00:00+02:00,0.0023169374,0.3368245843,0.9834119385
2010-04-01 20:00:00+02:00,0,0.2449973974,0.9649405047
2010-04-01 21:00:00+02:00,0,0.2116211965,0.9355788428
2010-04-01 22:00:00+02:00,0,0.1808643467,0.9307289157
2010-04-01 23:00:00+02:00,0,0.1370129226,0.8886022831
2010-04-02 00:00:00+02:00,0,0.1134129799,0.7590394625
2010-04-02 01:00:00+02:00,0,0.1097290542,0.5653766207
2010-04-02 02:00:00+02:00,0,0.1053133189,0.3094571084
2010-04-02 03:00:00+02:00,0,0.1088665835,0.2836264872
2010-04-02 04:00:00+02:00,0,0.1159862544,0.4905831434
2010-04-02 05:00:00+02:00,0,0.1437416055,0.6263317985
2010-04-02 06:00:00+02:00,0,0.1780479347,0.6273162443
2010-04-02 07:00:00+02:00,0.0474843621,0.1913981301,0.6157002653
2010-04-02 08:00:00+02:00,0.1724931215,0.2170303528,0.6173763837
2010-04-02 09:00:00+02:00,0.3150962926,0.3660313364,0.6276516558
2010-04-02 10:00:00+02:00,0.4103258893,0.6075809818,0.6339975672
2010-04-02 11:00:00+02:00,0.4649761696,0.7414516305,0.6559968519
2010-04-02 12:00:00+02:00,0.4867699594,0.7716668595,0.7889760182
2010-04-02 13:00:00+02:00,0.4554027851,0.7141361482,0.6870082475
2010-04-02 14:00:00+02:00,0.3936120775,0.6017307063,0.4386676893
2010-04-02 15:00:00+02:00,0.3398703783,0.5392531376,0.250121445
2010-04-02 16:00:00+02:00,0.2273118383,0.3081565672,0.1802620836
2010-04-02 17:00:00+02:00,0.1359299283,0.1356336768,0.1484192165
2010-04-02 18:00:00+02:00,0.084024182,0.0839473374,0.1292456474
2010-04-02 19:00:00+02:00,0.005158961,0.0944916544,0.1287455095
2010-04-02 20:00:00+02:00,0,0.0952134383,0.1248440193
2010-04-02 21:00:00+02:00,0,0.0909416688,0.1205473693
2010-04-02 22:00:00+02:00,0,0.0875390113,0.1208137001
2010-04-02 23:00:00+02:00,0,0.0920160538,0.1237786827
2010-04-03 00:00:00+02:00,0,0.096077515,0.1231695421
2010-04-03 01:00:00+02:00,0,0.0918524839,0.1257868705
2010-04-03 02:00:00+02:00,0,0.0880511528,0.1242634203
2010-04-03 03:00:00+02:00,0,0.0945121224,0.1102355713
2010-04-03 04:00:00+02:00,0,0.0954755225,0.0977375488
2010-04-03 05:00:00+02:00,0,0.0976661777,0.100622498
2010-04-03 06:00:00+02:00,0,0.1052261599,0.1252813092
2010-04-03 07:00:00+02:00,0.0494999141,0.111398402,0.1548201335
2010-04-03 08:00:00+02:00,0.180166394,0.1138435848,0.1858780793
2010-04-03 09:00:00+02:00,0.3391142689,0.2039809229,0.206154127
2010-04-03 10:00:00+02:00,0.4767933672,0.3120062823,0.2026575442
2010-04-03 11:00:00+02:00,0.5738132442,0.427774362,0.2204326366
2010-04-03 12:00:00+02:00,0.6233544514,0.511124768,0.2641224362
2010-04-03 13:00:00+02:00,0.5867174475,0.6077469729,0.3339507567
2010-04-03 14:00:00+02:00,0.5212410403,0.6434566798,0.4141130612
2010-04-03 15:00:00+02:00,0.4254891361,0.6070327895,0.5021852706
2010-04-03 16:00:00+02:00,0.2937698573,0.4542431528,0.6062272451
2010-04-03 17:00:00+02:00,0.1627452441,0.2555588858,0.6763135031
2010-04-03 18:00:00+02:00,0.0641192787,0.1817576839,0.7389133125
2010-04-03 19:00:00+02:00,0.0037525114,0.1947561476,0.8056158547
2010-04-03 20:00:00+02:00,0,0.2080254081,0.8428243309
2010-04-03 21:00:00+02:00,0,0.2014925595,0.8548072449
2010-04-03 22:00:00+02:00,0,0.1719046094,0.8446729035
2010-04-03 23:00:00+02:00,0,0.1575866355,0.8068246354
2010-04-04 00:00:00+02:00,0,0.1506394863,0.7600857343
2010-04-04 01:00:00+02:00,0,0.1376905136,0.7611517423
2010-04-04 02:00:00+02:00,0,0.1069981278,0.761224784
2010-04-04 03:00:00+02:00,0,0.0869301818,0.736824115
2010-04-04 04:00:00+02:00,0,0.0816667102,0.678262768
2010-04-04 05:00:00+02:00,0,0.0667777886,0.6124951449
2010-04-04 06:00:00+02:00,0,0.0616183114,0.4940786985
2010-04-04 07:00:00+02:00,0.0210446912,0.0599089629,0.3573051867
2010-04-04 08:00:00+02:00,0.0711924337,0.0613156369,0.3652684354
